Number,Source file id,Category code,Category,Funtional Category,Demographic category,Situational category,Name,Source file category,Headquarters city,Registration date,registration office,Country,Address,Latitude,Longitude,Geolocation verification
804,PR-OGSIFLUC-2008012024-804,,,,,,Proyecto Coquí Incorporado,Ambiente,San Juan,1991-10-21,Departamento de Hacienda,Puerto Rico,Proyecto Coquí Incorporado San Juan Puerto Rico,18.4655394,-66.1057355,1
805,PR-OGSIFLUC-2008012024-805,,,,,,"Proyecto Fuente de Esperanza, Inc.",Bienestar Social,Caguas,2012-04-24,Departamento de Hacienda,Puerto Rico,"Proyecto Fuente de Esperanza, Inc. Caguas Puerto Rico",18.2412971,-66.0251171,1
806,PR-OGSIFLUC-2008012024-806,,,,,,"Proyecto Inspirarte, Inc.",Bienestar Social,Toa Alta,2007-05-30,Departamento de Hacienda,Puerto Rico,"Proyecto Inspirarte, Inc. Toa Alta Puerto Rico",18.3882823,-66.2482237,1
807,PR-OGSIFLUC-2008012024-807,,,,,,"Proyecto la Nueva Esperanza, Inc.",Bienestar Social,Aguadilla,1993-10-20,Departamento de Hacienda,Puerto Rico,"Proyecto la Nueva Esperanza, Inc. Aguadilla Puerto Rico",18.4978733,-67.0969022,1
808,PR-OGSIFLUC-2008012024-808,,,,,,Proyecto Matria Inc.,Bienestar Social,Caguas,2004-04-15,Departamento de Hacienda,Puerto Rico,Proyecto Matria Inc. Caguas Puerto Rico,18.2336998,-66.034313,1
809,PR-OGSIFLUC-2008012024-809,,,,,,"Proyecto Nacer, Inc.",Bienestar Social,Bayamón,2000-06-16,Departamento de Hacienda,Puerto Rico,"Proyecto Nacer, Inc. Bayamón Puerto Rico",18.3422511,-66.1964035,1
810,PR-OGSIFLUC-2008012024-810,,,,,,"Proyecto San José Obrero, Corp.",Bienestar Social,San Juan,2005-08-04,Departamento de Hacienda,Puerto Rico,"Proyecto San José Obrero, Corp. San Juan Puerto Rico",18.4186065,-66.0390507,1
811,PR-OGSIFLUC-2008012024-811,,,,,,"Proyecto Somos Sin Paredes, Inc.",Bienestar Social,Guaynabo,1996-04-18,Departamento de Hacienda,Puerto Rico,"Proyecto Somos Sin Paredes, Inc. Guaynabo Puerto Rico",18.3615548,-66.1110682,1
812,PR-OGSIFLUC-2008012024-812,,,,,,"Proyecto Vidas, Inc.",Bienestar Social,San Juan,2007-02-17,Departamento de Hacienda,Puerto Rico,"Proyecto Vidas, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
813,PR-OGSIFLUC-2008012024-813,,,,,,PRSAC Inc.,Arte y Cultura,San Juan,2013-08-11,Departamento de Hacienda,Puerto Rico,PRSAC Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
814,PR-OGSIFLUC-2008012024-814,,,,,,Prueba,Educación,Adjuntas,2019-09-02,,Puerto Rico,Prueba Adjuntas Puerto Rico,18.1634848,-66.723158,1
815,PR-OGSIFLUC-2008012024-815,,,,,,PSB Productions Inc.,Arte y Cultura,San Juan,2010-08-19,Departamento de Hacienda,Puerto Rico,PSB Productions Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
816,PR-OGSIFLUC-2008012024-816,,,,,,Puerto Rico Business Development Corporation,Economía y Finanzas,San Juan,1996-08-08,Departamento de Hacienda,Puerto Rico,Puerto Rico Business Development Corporation San Juan Puerto Rico,18.4118973,-66.1010443,1
817,PR-OGSIFLUC-2008012024-817,,,,,,"Puerto Rico Christian School, Inc.",Educación,Toa Baja,1980-05-06,Departamento de Hacienda,Puerto Rico,"Puerto Rico Christian School, Inc. Toa Baja Puerto Rico",18.445219,-66.167613,1
818,PR-OGSIFLUC-2008012024-818,,,,,,"Puerto Rico Composta, Inc.",Ambiente,Naguabo,2013-02-11,Departamento de Hacienda,Puerto Rico,"Puerto Rico Composta, Inc. Naguabo Puerto Rico",18.2394988,-65.7029877,1
819,PR-OGSIFLUC-2008012024-819,,,,,,"Puerto Rico Congress of Parents and Teachers, Inc.",Educación,Cayey,2011-11-29,Departamento de Hacienda,Puerto Rico,"Puerto Rico Congress of Parents and Teachers, Inc. Cayey Puerto Rico",18.1176554,-66.1616042,1
820,PR-OGSIFLUC-2008012024-820,,,,,,Puerto Rico Gifted School Alliance Inc.,Educación,Guayama,2013-12-05,Departamento de Hacienda,Puerto Rico,Puerto Rico Gifted School Alliance Inc. Guayama Puerto Rico,17.981042,-66.0818195,1
821,PR-OGSIFLUC-2008012024-821,,,,,,"Puerto Rico Innovative Education Services, Inc.",Educación,Caguas,2019-01-24,Departamento de Hacienda,Puerto Rico,"Puerto Rico Innovative Education Services, Inc. Caguas Puerto Rico",18.2387995,-66.035249,1
822,PR-OGSIFLUC-2008012024-822,,,,,,Puerto Rico is the Answer Inc.,Economía y Finanzas,San Juan,2014-03-14,Departamento de Hacienda,Puerto Rico,Puerto Rico is the Answer Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
823,PR-OGSIFLUC-2008012024-823,,,,,,"Puerto Rico Minority Supplier Development Council, Inc.",Economía y Finanzas,San Juan,1982-07-01,Departamento de Hacienda,Puerto Rico,"Puerto Rico Minority Supplier Development Council, Inc. San Juan Puerto Rico",18.4505441,-66.0738514,1
824,PR-OGSIFLUC-2008012024-824,,,,,,Puerto Rico Special Community Services Inc.,Educación,San German,2019-01-24,Departamento de Hacienda,Puerto Rico,Puerto Rico Special Community Services Inc. San German Puerto Rico,18.0807082,-67.0411096,1
825,PR-OGSIFLUC-2008012024-825,,,,,,Puerto Rico Water & Environment Association Inc. (Puerto Rico Water Pollution Control Assoc),Ambiente,San Juan,1978-02-07,Departamento de Hacienda,Puerto Rico,Puerto Rico Water & Environment Association Inc. (Puerto Rico Water Pollution Control Assoc) San Juan Puerto Rico,18.447778,-66.054571,1
826,PR-OGSIFLUC-2008012024-826,,,,,,"Puerto Rico Youth at Risk, Inc. (Jóvenes de Puerto Rico en Riesgo)",Bienestar Social,San Juan,1993-01-19,Departamento de Hacienda,Puerto Rico,"Puerto Rico Youth at Risk, Inc. (Jóvenes de Puerto Rico en Riesgo) San Juan Puerto Rico",18.4655394,-66.1057355,1
827,PR-OGSIFLUC-2008012024-827,,,,,,"PYMES Financial Partners, Inc.",Economía y Finanzas,Carolina,2004-04-01,Departamento de Hacienda,Puerto Rico,"PYMES Financial Partners, Inc. Carolina Puerto Rico",18.4264768,-66.0593051,1
828,PR-OGSIFLUC-2008012024-828,,,,,,"Quality Improvement Professional Research Organization, Inc.",Educación,Guaynabo,1973-01-12,Departamento de Hacienda,Puerto Rico,"Quality Improvement Professional Research Organization, Inc. Guaynabo Puerto Rico",18.3615548,-66.1110682,1
829,PR-OGSIFLUC-2008012024-829,,,,,,Rayito de Esperanza Corp.,Bienestar Social,San Juan,2011-09-22,Departamento de Hacienda,Puerto Rico,Rayito de Esperanza Corp. San Juan Puerto Rico,18.2412971,-66.0251171,1
830,PR-OGSIFLUC-2008012024-830,,,,,,"Red de Archivos de Puerto Rico (ARCHIRED), Inc.",Arte y Cultura,Caguas,2010-10-29,Departamento de Hacienda,Puerto Rico,"Red de Archivos de Puerto Rico (ARCHIRED), Inc. Caguas Puerto Rico",18.2387995,-66.035249,1
831,PR-OGSIFLUC-2008012024-831,,,,,,Regalos de Amor Inc.,Educación,Hormigueros,2001-06-14,Departamento de Hacienda,Puerto Rico,Regalos de Amor Inc. Hormigueros Puerto Rico,18.1334638,-67.1128123,1
832,PR-OGSIFLUC-2008012024-832,,,,,,Rescate Civil de Las Piedras Incorporado,Bienestar Social,Las Piedras,1983-05-20,Departamento de Hacienda,Puerto Rico,Rescate Civil de Las Piedras Incorporado Las Piedras Puerto Rico,18.183014,-65.8662742,1
833,PR-OGSIFLUC-2008012024-833,,,,,,Rescate Infantil Mundial Inc.,Bienestar Social,Trujillo Alto,2010-10-21,Departamento de Hacienda,Puerto Rico,Rescate Infantil Mundial Inc. Trujillo Alto Puerto Rico,18.359272,-66.032991,1
834,PR-OGSIFLUC-2008012024-834,,,,,,Risería Inc.,Arte y Cultura,San Juan,2010-05-07,Departamento de Hacienda,Puerto Rico,Risería Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
835,PR-OGSIFLUC-2008012024-835,,,,,,"Rondalla Allegro, Inc.",Arte y Cultura,Humacao,1992-03-16,Departamento de Hacienda,Puerto Rico,"Rondalla Allegro, Inc. Humacao Puerto Rico",18.1496828,-65.8273847,1
836,PR-OGSIFLUC-2008012024-836,,,,,,"Rondalla de Puerto Rico, Inc.",Arte y Cultura,Humacao,1995-01-31,Departamento de Hacienda,Puerto Rico,"Rondalla de Puerto Rico, Inc. Humacao Puerto Rico",18.1502268,-65.8240006,1
837,PR-OGSIFLUC-2008012024-837,,,,,,"Rosa Lydia Vélez Defensor de los Derechos de los Niños y Jóvenes con Impedimentos, Inc.",Educación,San Juan,2004-08-18,Departamento de Hacienda,Puerto Rico,"Rosa Lydia Vélez Defensor de los Derechos de los Niños y Jóvenes con Impedimentos, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
838,PR-OGSIFLUC-2008012024-838,,,,,,"RS Events for Life, Inc.",Arte y Cultura,San Juan,2011-03-08,Departamento de Hacienda,Puerto Rico,"RS Events for Life, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
839,PR-OGSIFLUC-2008012024-839,,,,,,"Rutas Alternas, Inc.",Educación,Culebra,2011-12-14,Departamento de Hacienda,Puerto Rico,"Rutas Alternas, Inc. Culebra Puerto Rico",18.310394,-65.3030705,1
840,PR-OGSIFLUC-2008012024-840,,,,,,SAAC Corp.,Bienestar Social,Arecibo,2002-01-30,Departamento de Hacienda,Puerto Rico,SAAC Corp. Arecibo Puerto Rico,18.444247,-66.6464068,1
841,PR-OGSIFLUC-2008012024-841,,,,,,Sabana Grande Community & Economic Development SACED Corp.,Economía y Finanzas,Sabana Grande,2010-03-25,Departamento de Hacienda,Puerto Rico,Sabana Grande Community & Economic Development SACED Corp. Sabana Grande Puerto Rico,18.0781257,-66.9606196,1
842,PR-OGSIFLUC-2008012024-842,,,,,,"Saint Patricks School, Inc.",Educación,Guayama,1987-08-04,Departamento de Hacienda,Puerto Rico,"Saint Patricks School, Inc. Guayama Puerto Rico",17.9847536,-66.1161297,1
843,PR-OGSIFLUC-2008012024-843,,,,,,"Saliendo del Closet, Inc.",Asuntos Legales,San Juan,2001-06-05,Departamento de Hacienda,Puerto Rico,"Saliendo del Closet, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
844,PR-OGSIFLUC-2008012024-844,,,,,,Salón Angelitos de Amor Inc.,Educación,Rincón,2002-05-01,Departamento de Hacienda,Puerto Rico,Salón Angelitos de Amor Inc. Rincón Puerto Rico,18.3401514,-67.2499459,1
845,PR-OGSIFLUC-2008012024-845,,,,,,"Salón Literario Libroamérica en Puerto Rico, Inc.",Educación,San Juan,2008-04-07,Departamento de Hacienda,Puerto Rico,"Salón Literario Libroamérica en Puerto Rico, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
846,PR-OGSIFLUC-2008012024-846,,,,,,"San Agustín del Coquí, Inc.",Bienestar Social,Aguas Buenas,1991-02-07,Departamento de Hacienda,Puerto Rico,"San Agustín del Coquí, Inc. Aguas Buenas Puerto Rico",18.2179335,-66.1216716,1
847,PR-OGSIFLUC-2008012024-847,,,,,,"San Juan Community Library at Bucaplaa, Inc.",Educación,Guaynabo,1989-02-24,Departamento de Hacienda,Puerto Rico,"San Juan Community Library at Bucaplaa, Inc. Guaynabo Puerto Rico",18.3621957,-66.0868433,1
848,PR-OGSIFLUC-2008012024-848,,,,,,Save-A-Life International Corp.,Educación,Bayamón,2004-03-24,Departamento de Hacienda,Puerto Rico,Save-A-Life International Corp. Bayamón Puerto Rico,18.45545,-66.756244,1
849,PR-OGSIFLUC-2008012024-849,,,,,,Sembradores de Semilla Inc.,Bienestar Social,San Juan,2009-03-21,Departamento de Hacienda,Puerto Rico,Sembradores de Semilla Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
850,PR-OGSIFLUC-2008012024-850,,,,,,Seres de Vida Corp.,Bienestar Social,San Juan,2007-01-23,Departamento de Hacienda,Puerto Rico,Seres de Vida Corp. San Juan Puerto Rico,18.3657322,-66.097436,1
851,PR-OGSIFLUC-2008012024-851,,,,,,"Servicios Científicos y Técnicos, Inc.",Educación,San Juan,1989-01-03,Departamento de Hacienda,Puerto Rico,"Servicios Científicos y Técnicos, Inc. San Juan Puerto Rico",18.4158395,-66.0578752,1
852,PR-OGSIFLUC-2008012024-852,,,,,,"Servicios Educativos Multidisciplinarios, Inc.",Educación,Coamo,2004-03-19,Departamento de Hacienda,Puerto Rico,"Servicios Educativos Multidisciplinarios, Inc. Coamo Puerto Rico",18.0799616,-66.3579473,1
853,PR-OGSIFLUC-2008012024-853,,,,,,"Servicios Legales Comunitarios, Inc.",Asuntos Legales,Guaynabo,1996-06-14,Departamento de Hacienda,Puerto Rico,"Servicios Legales Comunitarios, Inc. Guaynabo Puerto Rico",18.3567998,-66.1104628,1
854,PR-OGSIFLUC-2008012024-854,,,,,,"Servicios Legales de Puerto Rico, Inc.",Asuntos Legales,San Juan,1966-04-05,Departamento de Hacienda,Puerto Rico,"Servicios Legales de Puerto Rico, Inc. San Juan Puerto Rico",18.4389735,-66.0594394,1
855,PR-OGSIFLUC-2008012024-855,,,,,,"Sibila Productions, Inc.",Arte y Cultura,San Juan,2006-07-19,Departamento de Hacienda,Puerto Rico,"Sibila Productions, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
856,PR-OGSIFLUC-2008012024-856,,,,,,"Sistema Universitario Ana G. Méndez, Incorporado",Educación,San Juan,1950-06-30,Departamento de Hacienda,Puerto Rico,"Sistema Universitario Ana G. Méndez, Incorporado San Juan Puerto Rico",18.388739,-66.061331,1
857,PR-OGSIFLUC-2008012024-857,,,,,,"Small Ambassadors Pre-School, Inc.",Educación,Cabo Rojo,2007-02-26,Departamento de Hacienda,Puerto Rico,"Small Ambassadors Pre-School, Inc. Cabo Rojo Puerto Rico",18.1366233,-67.152505,1
858,PR-OGSIFLUC-2008012024-858,,,,,,Sociedad Ambiente Marino Inc.,Ambiente,San Juan,2001-10-16,Departamento de Hacienda,Puerto Rico,Sociedad Ambiente Marino Inc. San Juan Puerto Rico,18.3027347,-65.3017643,1
859,PR-OGSIFLUC-2008012024-859,,,,,,"Sociedad Amigos del Museo de las Américas, Inc.",Arte y Cultura,San Juan,1993-06-23,Departamento de Hacienda,Puerto Rico,"Sociedad Amigos del Museo de las Américas, Inc. San Juan Puerto Rico",18.4677245,-66.1201859,1
860,PR-OGSIFLUC-2008012024-860,,,,,,Sociedad de Música de Cámara Academia Moderna Inc.,Arte y Cultura,San Juan,2009-03-03,Departamento de Hacienda,Puerto Rico,Sociedad de Música de Cámara Academia Moderna Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
861,PR-OGSIFLUC-2008012024-861,,,,,,"Sociedad para el Fomento de la Investigación y las Artes, Inc.",Arte y Cultura,San Juan,1987-02-19,Departamento de Hacienda,Puerto Rico,"Sociedad para el Fomento de la Investigación y las Artes, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
862,PR-OGSIFLUC-2008012024-862,,,,,,Sociedad para la Asistencia Legal,Asuntos Legales,San Juan,2015-09-25,Departamento de Hacienda,Puerto Rico,Sociedad para la Asistencia Legal San Juan Puerto Rico,18.4065297,-66.0549967,1
863,PR-OGSIFLUC-2008012024-863,,,,,,Sociedad Puertorriqueña de Orquídeas,Ambiente,Caguas,1964-01-17,Departamento de Hacienda,Puerto Rico,Sociedad Puertorriqueña de Orquídeas Caguas Puerto Rico,18.4473172,-66.0642967,1
864,PR-OGSIFLUC-2008012024-864,,,,,,"Solo por Hoy, Inc.",Bienestar Social,San Juan,2009-01-14,Departamento de Hacienda,Puerto Rico,"Solo por Hoy, Inc. San Juan Puerto Rico",18.3969276,-66.049625,1
865,PR-OGSIFLUC-2008012024-865,,,,,,"Southern Educational Fund (Fondo Educativo del Sur), Inc.",Educación,Ponce,1981-04-09,Departamento de Hacienda,Puerto Rico,"Southern Educational Fund (Fondo Educativo del Sur), Inc. Ponce Puerto Rico",18.0110768,-66.6140616,1
866,PR-OGSIFLUC-2008012024-866,,,,,,"Strong Production, Inc.",Arte y Cultura,Ponce,2012-03-01,Departamento de Hacienda,Puerto Rico,"Strong Production, Inc. Ponce Puerto Rico",18.0110768,-66.6140616,1
867,PR-OGSIFLUC-2008012024-867,,,,,,Tablado Puertorriqueño Inc.,Arte y Cultura,Guaynabo,1972-02-29,Departamento de Hacienda,Puerto Rico,Tablado Puertorriqueño Inc. Guaynabo Puerto Rico,18.358754,-66.114984,1
868,PR-OGSIFLUC-2008012024-868,,,,,,"Taller Ballet-Jazz Lily Castro, Inc.",Arte y Cultura,San Juan,2002-01-10,Departamento de Hacienda,Puerto Rico,"Taller Ballet-Jazz Lily Castro, Inc. San Juan Puerto Rico",18.440619,-66.7599923,1
869,PR-OGSIFLUC-2008012024-869,,,,,,"Taller de Música Educativa, Inc.",Arte y Cultura,Santa Isabel,1998-10-19,Departamento de Hacienda,Puerto Rico,"Taller de Música Educativa, Inc. Santa Isabel Puerto Rico",17.9886029,-66.4085418,1
870,PR-OGSIFLUC-2008012024-870,,,,,,"Taller de Otra Cosa, Inc.",Arte y Cultura,San Juan,1990-10-02,Departamento de Hacienda,Puerto Rico,"Taller de Otra Cosa, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
871,PR-OGSIFLUC-2008012024-871,,,,,,"Taller de Teatro Físico Polimnia, Inc.",Arte y Cultura,San Juan,1995-11-02,Departamento de Hacienda,Puerto Rico,"Taller de Teatro Físico Polimnia, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
872,PR-OGSIFLUC-2008012024-872,,,,,,Taller Educativo Cultural y Base Social Inc.,Arte y Cultura,Carolina,2013-02-22,Departamento de Hacienda,Puerto Rico,Taller Educativo Cultural y Base Social Inc. Carolina Puerto Rico,18.3736316,-65.9630925,1
873,PR-OGSIFLUC-2008012024-873,,,,,,"Taller Niños y Jóvenes Trovadores Flor de María, Inc.",Arte y Cultura,Caguas,2009-05-06,Departamento de Hacienda,Puerto Rico,"Taller Niños y Jóvenes Trovadores Flor de María, Inc. Caguas Puerto Rico",18.2387995,-66.035249,1
874,PR-OGSIFLUC-2008012024-874,,,,,,"Taller Teatro CIEL, Inc.",Arte y Cultura,Barceloneta,2008-08-07,Departamento de Hacienda,Puerto Rico,"Taller Teatro CIEL, Inc. Barceloneta Puerto Rico",18.4547057,-66.5383891,1
875,PR-OGSIFLUC-2008012024-875,,,,,,"Taller Uno, Inc.",Arte y Cultura,Trujillo Alto,1987-09-11,Departamento de Hacienda,Puerto Rico,"Taller Uno, Inc. Trujillo Alto Puerto Rico",18.3563169,-66.0033838,1
876,PR-OGSIFLUC-2008012024-876,,,,,,Tantai Teatro P.R. Corp.,Arte y Cultura,San Juan,2007-07-11,Departamento de Hacienda,Puerto Rico,Tantai Teatro P.R. Corp. San Juan Puerto Rico,18.443669,-66.065092,1
877,PR-OGSIFLUC-2008012024-877,,,,,,"TASIS Dorado Educational Foundation, Inc.",Educación,Dorado,2008-11-21,Departamento de Hacienda,Puerto Rico,"TASIS Dorado Educational Foundation, Inc. Dorado Puerto Rico",18.4446155,-66.2666681,1
878,PR-OGSIFLUC-2008012024-878,,,,,,"Teatro Aragua, Inc.",Arte y Cultura,Carolina,1988-08-21,Departamento de Hacienda,Puerto Rico,"Teatro Aragua, Inc. Carolina Puerto Rico",18.3736316,-65.9630925,1
879,PR-OGSIFLUC-2008012024-879,,,,,,"Teatro Breve, Inc.",Arte y Cultura,San Juan,2009-02-03,Departamento de Hacienda,Puerto Rico,"Teatro Breve, Inc. San Juan Puerto Rico",18.4444628,-66.0666517,1
880,PR-OGSIFLUC-2008012024-880,,,,,,"Teatro Caribeño, Inc.",Arte y Cultura,San Juan,1993-01-19,Departamento de Hacienda,Puerto Rico,"Teatro Caribeño, Inc. San Juan Puerto Rico",18.4655882,-66.1120375,1
881,PR-OGSIFLUC-2008012024-881,,,,,,"Teatro de Impacto Nefesh, Inc.",Arte y Cultura,Carolina,2010-04-16,Departamento de Hacienda,Puerto Rico,"Teatro de Impacto Nefesh, Inc. Carolina Puerto Rico",18.3736316,-65.9630925,1
882,PR-OGSIFLUC-2008012024-882,,,,,,"Teatro de la Ópera, Inc.",Arte y Cultura,San Juan,1981-07-08,Departamento de Hacienda,Puerto Rico,"Teatro de la Ópera, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
883,PR-OGSIFLUC-2008012024-883,,,,,,Teatro Libre Inc.,Arte y Cultura,San Juan,2009-10-05,Departamento de Hacienda,Puerto Rico,Teatro Libre Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
884,PR-OGSIFLUC-2008012024-884,,,,,,"Teatro San Rafael, Inc.",Arte y Cultura,Yabucoa,2010-09-23,Departamento de Hacienda,Puerto Rico,"Teatro San Rafael, Inc. Yabucoa Puerto Rico",18.05047,-65.8800438,1
885,PR-OGSIFLUC-2008012024-885,,,,,,"Teatro Sol y Luna, Inc.",Arte y Cultura,San Juan,1997-07-14,Departamento de Hacienda,Puerto Rico,"Teatro Sol y Luna, Inc. San Juan Puerto Rico",18.3926688,-66.0317896,1
886,PR-OGSIFLUC-2008012024-886,,,,,,"Teatro Uno, Corp.",Arte y Cultura,San Juan,1994-11-22,Departamento de Hacienda,Puerto Rico,"Teatro Uno, Corp. San Juan Puerto Rico",18.4655394,-66.1057355,1
887,PR-OGSIFLUC-2008012024-887,,,,,,"Teatro y Conciertos Luna Nueva, Inc.",Arte y Cultura,San Juan,2004-07-30,Departamento de Hacienda,Puerto Rico,"Teatro y Conciertos Luna Nueva, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
888,PR-OGSIFLUC-2008012024-888,,,,,,Techno Inventors Inc.,Educación,Guaynabo,2012-03-19,Departamento de Hacienda,Puerto Rico,Techno Inventors Inc. Guaynabo Puerto Rico,18.3761111,-66.1147778,1
889,PR-OGSIFLUC-2008012024-889,,,,,,"Tesoritos Day Care & Learning Center, Inc.",Educación,Ponce,2007-10-10,Departamento de Hacienda,Puerto Rico,"Tesoritos Day Care & Learning Center, Inc. Ponce Puerto Rico",18.0054426,-66.61222,1
890,PR-OGSIFLUC-2008012024-890,,,,,,"The Baldwin School of Puerto Rico, Inc.",Educación,Guaynabo,1968-01-26,Departamento de Hacienda,Puerto Rico,"The Baldwin School of Puerto Rico, Inc. Guaynabo Puerto Rico",18.381009,-66.125116,1
891,PR-OGSIFLUC-2008012024-891,,,,,,"The Cat Alliance, Inc.",Bienestar Social,Toa Alta,2005-12-07,Departamento de Hacienda,Puerto Rico,"The Cat Alliance, Inc. Toa Alta Puerto Rico",18.3882823,-66.2482237,1
892,PR-OGSIFLUC-2008012024-892,,,,,,The Corporate Source Inc.,Economía y Finanzas,San Juan,2000-12-11,Departamento de Hacienda,Puerto Rico,The Corporate Source Inc. San Juan Puerto Rico,18.4236058,-66.047748,1
893,PR-OGSIFLUC-2008012024-893,,,,,,"The Film Foundation, Inc.",Arte y Cultura,Caguas,2002-12-03,Departamento de Hacienda,Puerto Rico,"The Film Foundation, Inc. Caguas Puerto Rico",18.2387995,-66.035249,1
894,PR-OGSIFLUC-2008012024-894,,,,,,The Hispanic Information and Telecommunications Network Inc.,Educación,San Juan,1995-08-23,Departamento de Hacienda,Puerto Rico,The Hispanic Information and Telecommunications Network Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
895,PR-OGSIFLUC-2008012024-895,,,,,,The Kingdom Christian Academy de Rio Grande Corp.,Educación,Río Grande,2011-03-17,Departamento de Hacienda,Puerto Rico,The Kingdom Christian Academy de Rio Grande Corp. Río Grande Puerto Rico,18.3807747,-65.8312751,1
